digit_multiset,class_size,members,distinct_digits,is_repdigit_class,x,y,first_result,first_result_state,distance_after_first_to_6174,member_distance_values_to_6174,member_distance_min_to_6174,member_distance_max_to_6174,all_members_same_distance,member_iterations_to_attractor_min,member_iterations_to_attractor_max,final_attractors
1368,24,1368 1386 1638 1683 1836 1863 3168 3186 3618 3681 3816 3861 6138 6183 6318 6381 6813 6831 8136 8163 8316 8361 8613 8631,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
1369,24,1369 1396 1639 1693 1936 1963 3169 3196 3619 3691 3916 3961 6139 6193 6319 6391 6913 6931 9136 9163 9316 9361 9613 9631,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1377,12,1377 1737 1773 3177 3717 3771 7137 7173 7317 7371 7713 7731,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
1378,24,1378 1387 1738 1783 1837 1873 3178 3187 3718 3781 3817 3871 7138 7183 7318 7381 7813 7831 8137 8173 8317 8371 8713 8731,4,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
1379,24,1379 1397 1739 1793 1937 1973 3179 3197 3719 3791 3917 3971 7139 7193 7319 7391 7913 7931 9137 9173 9317 9371 9713 9731,4,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
1388,12,1388 1838 1883 3188 3818 3881 8138 8183 8318 8381 8813 8831,3,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
1389,24,1389 1398 1839 1893 1938 1983 3189 3198 3819 3891 3918 3981 8139 8193 8319 8391 8913 8931 9138 9183 9318 9381 9813 9831,4,False,8,5,8442,8442,6,7,7,7,True,7,7,6174
1399,12,1399 1939 1993 3199 3919 3991 9139 9193 9319 9391 9913 9931,3,False,8,6,8532,8532,1,2,2,2,True,2,2,6174
1444,4,1444 4144 4414 4441,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
1445,12,1445 1454 1544 4145 4154 4415 4451 4514 4541 5144 5414 5441,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
1446,12,1446 1464 1644 4146 4164 4416 4461 4614 4641 6144 6414 6441,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1447,12,1447 1474 1744 4147 4174 4417 4471 4714 4741 7144 7414 7441,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1448,12,1448 1484 1844 4148 4184 4418 4481 4814 4841 8144 8414 8441,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1449,12,1449 1494 1944 4149 4194 4419 4491 4914 4941 9144 9414 9441,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1455,12,1455 1545 1554 4155 4515 4551 5145 5154 5415 5451 5514 5541,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
1456,24,1456 1465 1546 1564 1645 1654 4156 4165 4516 4561 4615 4651 5146 5164 5416 5461 5614 5641 6145 6154 6415 6451 6514 6541,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
1457,24,1457 1475 1547 1574 1745 1754 4157 4175 4517 4571 4715 4751 5147 5174 5417 5471 5714 5741 7145 7154 7415 7451 7514 7541,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1458,24,1458 1485 1548 1584 1845 1854 4158 4185 4518 4581 4815 4851 5148 5184 5418 5481 5814 5841 8145 8154 8415 8451 8514 8541,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1459,24,1459 1495 1549 1594 1945 1954 4159 4195 4519 4591 4915 4951 5149 5194 5419 5491 5914 5941 9145 9154 9415 9451 9514 9541,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1466,12,1466 1646 1664 4166 4616 4661 6146 6164 6416 6461 6614 6641,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
1467,24,1467 1476 1647 1674 1746 1764 4167 4176 4617 4671 4716 4761 6147 6174 6417 6471 6714 6741 7146 7164 7416 7461 7614 7641,4,False,6,2,6174,6174,0,0 1,0,1,False,0,1,6174
1468,24,1468 1486 1648 1684 1846 1864 4168 4186 4618 4681 4816 4861 6148 6184 6418 6481 6814 6841 8146 8164 8416 8461 8614 8641,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1469,24,1469 1496 1649 1694 1946 1964 4169 4196 4619 4691 4916 4961 6149 6194 6419 6491 6914 6941 9146 9164 9416 9461 9614 9641,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1477,12,1477 1747 1774 4177 4717 4771 7147 7174 7417 7471 7714 7741,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
1478,24,1478 1487 1748 1784 1847 1874 4178 4187 4718 4781 4817 4871 7148 7184 7418 7481 7814 7841 8147 8174 8417 8471 8714 8741,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
1479,24,1479 1497 1749 1794 1947 1974 4179 4197 4719 4791 4917 4971 7149 7194 7419 7491 7914 7941 9147 9174 9417 9471 9714 9741,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1488,12,1488 1848 1884 4188 4818 4881 8148 8184 8418 8481 8814 8841,3,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
1489,24,1489 1498 1849 1894 1948 1984 4189 4198 4819 4891 4918 4981 8149 8194 8419 8491 8914 8941 9148 9184 9418 9481 9814 9841,4,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
1499,12,1499 1949 1994 4199 4919 4991 9149 9194 9419 9491 9914 9941,3,False,8,5,8442,8442,6,7,7,7,True,7,7,6174
1555,4,1555 5155 5515 5551,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
1556,12,1556 1565 1655 5156 5165 5516 5561 5615 5651 6155 6515 6551,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1557,12,1557 1575 1755 5157 5175 5517 5571 5715 5751 7155 7515 7551,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1558,12,1558 1585 1855 5158 5185 5518 5581 5815 5851 8155 8515 8551,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1559,12,1559 1595 1955 5159 5195 5519 5591 5915 5951 9155 9515 9551,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1566,12,1566 1656 1665 5166 5616 5661 6156 6165 6516 6561 6615 6651,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
1567,24,1567 1576 1657 1675 1756 1765 5167 5176 5617 5671 5716 5761 6157 6175 6517 6571 6715 6751 7156 7165 7516 7561 7615 7651,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1568,24,1568 1586 1658 1685 1856 1865 5168 5186 5618 5681 5816 5861 6158 6185 6518 6581 6815 6851 8156 8165 8516 8561 8615 8651,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1569,24,1569 1596 1659 1695 1956 1965 5169 5196 5619 5691 5916 5961 6159 6195 6519 6591 6915 6951 9156 9165 9516 9561 9615 9651,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1577,12,1577 1757 1775 5177 5717 5771 7157 7175 7517 7571 7715 7751,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
1578,24,1578 1587 1758 1785 1857 1875 5178 5187 5718 5781 5817 5871 7158 7185 7518 7581 7815 7851 8157 8175 8517 8571 8715 8751,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1579,24,1579 1597 1759 1795 1957 1975 5179 5197 5719 5791 5917 5971 7159 7195 7519 7591 7915 7951 9157 9175 9517 9571 9715 9751,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1588,12,1588 1858 1885 5188 5818 5881 8158 8185 8518 8581 8815 8851,3,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
1589,24,1589 1598 1859 1895 1958 1985 5189 5198 5819 5891 5918 5981 8159 8195 8519 8591 8915 8951 9158 9185 9518 9581 9815 9851,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1599,12,1599 1959 1995 5199 5919 5991 9159 9195 9519 9591 9915 9951,3,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
1666,4,1666 6166 6616 6661,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1667,12,1667 1676 1766 6167 6176 6617 6671 6716 6761 7166 7616 7661,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1668,12,1668 1686 1866 6168 6186 6618 6681 6816 6861 8166 8616 8661,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1669,12,1669 1696 1966 6169 6196 6619 6691 6916 6961 9166 9616 9661,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1677,12,1677 1767 1776 6177 6717 6771 7167 7176 7617 7671 7716 7761,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1678,24,1678 1687 1768 1786 1867 1876 6178 6187 6718 6781 6817 6871 7168 7186 7618 7681 7816 7861 8167 8176 8617 8671 8716 8761,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1679,24,1679 1697 1769 1796 1967 1976 6179 6197 6719 6791 6917 6971 7169 7196 7619 7691 7916 7961 9167 9176 9617 9671 9716 9761,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1688,12,1688 1868 1886 6188 6818 6881 8168 8186 8618 8681 8816 8861,3,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1689,24,1689 1698 1869 1896 1968 1986 6189 6198 6819 6891 6918 6981 8169 8196 8619 8691 8916 8961 9168 9186 9618 9681 9816 9861,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1699,12,1699 1969 1996 6199 6919 6991 9169 9196 9619 9691 9916 9961,3,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1777,4,1777 7177 7717 7771,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1778,12,1778 1787 1877 7178 7187 7718 7781 7817 7871 8177 8717 8771,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1779,12,1779 1797 1977 7179 7197 7719 7791 7917 7971 9177 9717 9771,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1788,12,1788 1878 1887 7188 7818 7881 8178 8187 8718 8781 8817 8871,3,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1789,24,1789 1798 1879 1897 1978 1987 7189 7198 7819 7891 7918 7981 8179 8197 8719 8791 8917 8971 9178 9187 9718 9781 9817 9871,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1799,12,1799 1979 1997 7199 7919 7991 9179 9197 9719 9791 9917 9971,3,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1888,4,1888 8188 8818 8881,2,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1889,12,1889 1898 1988 8189 8198 8819 8891 8918 8981 9188 9818 9881,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1899,12,1899 1989 1998 8199 8919 8991 9189 9198 9819 9891 9918 9981,3,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1999,4,1999 9199 9919 9991,2,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
2222,1,2222,1,True,0,0,0,0000,,,,,True,1,1,0000
2223,4,2223 2232 2322 3222,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
2224,4,2224 2242 2422 4222,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
2225,4,2225 2252 2522 5222,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
2226,4,2226 2262 2622 6222,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
2227,4,2227 2272 2722 7222,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2228,4,2228 2282 2822 8222,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2229,4,2229 2292 2922 9222,2,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2233,6,2233 2323 2332 3223 3232 3322,2,False,1,1,1089,1089,3,4,4,4,True,4,4,6174
2234,12,2234 2243 2324 2342 2423 2432 3224 3242 3422 4223 4232 4322,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
2235,12,2235 2253 2325 2352 2523 2532 3225 3252 3522 5223 5232 5322,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
2236,12,2236 2263 2326 2362 2623 2632 3226 3262 3622 6223 6232 6322,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
2237,12,2237 2273 2327 2372 2723 2732 3227 3272 3722 7223 7232 7322,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
2238,12,2238 2283 2328 2382 2823 2832 3228 3282 3822 8223 8232 8322,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2239,12,2239 2293 2329 2392 2923 2932 3229 3292 3922 9223 9232 9322,3,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2244,6,2244 2424 2442 4224 4242 4422,2,False,2,2,2178,2178,5,6,6,6,True,6,6,6174
2245,12,2245 2254 2425 2452 2524 2542 4225 4252 4522 5224 5242 5422,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
2246,12,2246 2264 2426 2462 2624 2642 4226 4262 4622 6224 6242 6422,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
2247,12,2247 2274 2427 2472 2724 2742 4227 4272 4722 7224 7242 7422,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
2248,12,2248 2284 2428 2482 2824 2842 4228 4282 4822 8224 8242 8422,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
2249,12,2249 2294 2429 2492 2924 2942 4229 4292 4922 9224 9242 9422,3,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2255,6,2255 2525 2552 5225 5252 5522,2,False,3,3,3267,3267,5,6,6,6,True,6,6,6174
2256,12,2256 2265 2526 2562 2625 2652 5226 5262 5622 6225 6252 6522,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
2257,12,2257 2275 2527 2572 2725 2752 5227 5272 5722 7225 7252 7522,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
2258,12,2258 2285 2528 2582 2825 2852 5228 5282 5822 8225 8252 8522,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
2259,12,2259 2295 2529 2592 2925 2952 5229 5292 5922 9225 9252 9522,3,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
2266,6,2266 2626 2662 6226 6262 6622,2,False,4,4,4356,4356,3,4,4,4,True,4,4,6174
2267,12,2267 2276 2627 2672 2726 2762 6227 6272 6722 7226 7262 7622,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
2268,12,2268 2286 2628 2682 2826 2862 6228 6282 6822 8226 8262 8622,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
2269,12,2269 2296 2629 2692 2926 2962 6229 6292 6922 9226 9262 9622,3,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
2277,6,2277 2727 2772 7227 7272 7722,2,False,5,5,5445,5445,4,5,5,5,True,5,5,6174
2278,12,2278 2287 2728 2782 2827 2872 7228 7282 7822 8227 8272 8722,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
2279,12,2279 2297 2729 2792 2927 2972 7229 7292 7922 9227 9272 9722,3,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
2288,6,2288 2828 2882 8228 8282 8822,2,False,6,6,6534,6534,3,4,4,4,True,4,4,6174
2289,12,2289 2298 2829 2892 2928 2982 8229 8292 8922 9228 9282 9822,3,False,7,6,7533,7533,2,3,3,3,True,3,3,6174
2299,6,2299 2929 2992 9229 9292 9922,2,False,7,7,7623,7623,5,6,6,6,True,6,6,6174
2333,4,2333 3233 3323 3332,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
2334,12,2334 2343 2433 3234 3243 3324 3342 3423 3432 4233 4323 4332,3,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
2335,12,2335 2353 2533 3235 3253 3325 3352 3523 3532 5233 5323 5332,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
2336,12,2336 2363 2633 3236 3263 3326 3362 3623 3632 6233 6323 6332,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
2337,12,2337 2373 2733 3237 3273 3327 3372 3723 3732 7233 7323 7332,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2338,12,2338 2383 2833 3238 3283 3328 3382 3823 3832 8233 8323 8332,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2339,12,2339 2393 2933 3239 3293 3329 3392 3923 3932 9233 9323 9332,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2344,12,2344 2434 2443 3244 3424 3442 4234 4243 4324 4342 4423 4432,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
2345,24,2345 2354 2435 2453 2534 2543 3245 3254 3425 3452 3524 3542 4235 4253 4325 4352 4523 4532 5234 5243 5324 5342 5423 5432,4,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
2346,24,2346 2364 2436 2463 2634 2643 3246 3264 3426 3462 3624 3642 4236 4263 4326 4362 4623 4632 6234 6243 6324 6342 6423 6432,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
2347,24,2347 2374 2437 2473 2734 2743 3247 3274 3427 3472 3724 3742 4237 4273 4327 4372 4723 4732 7234 7243 7324 7342 7423 7432,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
2348,24,2348 2384 2438 2483 2834 2843 3248 3284 3428 3482 3824 3842 4238 4283 4328 4382 4823 4832 8234 8243 8324 8342 8423 8432,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2349,24,2349 2394 2439 2493 2934 2943 3249 3294 3429 3492 3924 3942 4239 4293 4329 4392 4923 4932 9234 9243 9324 9342 9423 9432,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2355,12,2355 2535 2553 3255 3525 3552 5235 5253 5325 5352 5523 5532,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
2356,24,2356 2365 2536 2563 2635 2653 3256 3265 3526 3562 3625 3652 5236 5263 5326 5362 5623 5632 6235 6253 6325 6352 6523 6532,4,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
2357,24,2357 2375 2537 2573 2735 2753 3257 3275 3527 3572 3725 3752 5237 5273 5327 5372 5723 5732 7235 7253 7325 7352 7523 7532,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
2358,24,2358 2385 2538 2583 2835 2853 3258 3285 3528 3582 3825 3852 5238 5283 5328 5382 5823 5832 8235 8253 8325 8352 8523 8532,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
2359,24,2359 2395 2539 2593 2935 2953 3259 3295 3529 3592 3925 3952 5239 5293 5329 5392 5923 5932 9235 9253 9325 9352 9523 9532,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2366,12,2366 2636 2663 3266 3626 3662 6236 6263 6326 6362 6623 6632,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
2367,24,2367 2376 2637 2673 2736 2763 3267 3276 3627 3672 3726 3762 6237 6273 6327 6372 6723 6732 7236 7263 7326 7362 7623 7632,4,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
2368,24,2368 2386 2638 2683 2836 2863 3268 3286 3628 3682 3826 3862 6238 6283 6328 6382 6823 6832 8236 8263 8326 8362 8623 8632,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
2369,24,2369 2396 2639 2693 2936 2963 3269 3296 3629 3692 3926 3962 6239 6293 6329 6392 6923 6932 9236 9263 9326 9362 9623 9632,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
2377,12,2377 2737 2773 3277 3727 3772 7237 7273 7327 7372 7723 7732,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
2378,24,2378 2387 2738 2783 2837 2873 3278 3287 3728 3782 3827 3872 7238 7283 7328 7382 7823 7832 8237 8273 8327 8372 8723 8732,4,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
2379,24,2379 2397 2739 2793 2937 2973 3279 3297 3729 3792 3927 3972 7239 7293 7329 7392 7923 7932 9237 9273 9327 9372 9723 9732,4,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
2388,12,2388 2838 2883 3288 3828 3882 8238 8283 8328 8382 8823 8832,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
2389,24,2389 2398 2839 2893 2938 2983 3289 3298 3829 3892 3928 3982 8239 8293 8329 8392 8923 8932 9238 9283 9328 9382 9823 9832,4,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
2399,12,2399 2939 2993 3299 3929 3992 9239 9293 9329 9392 9923 9932,3,False,7,6,7533,7533,2,3,3,3,True,3,3,6174
2444,4,2444 4244 4424 4442,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
2445,12,2445 2454 2544 4245 4254 4425 4452 4524 4542 5244 5424 5442,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
2446,12,2446 2464 2644 4246 4264 4426 4462 4624 4642 6244 6424 6442,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
2447,12,2447 2474 2744 4247 4274 4427 4472 4724 4742 7244 7424 7442,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2448,12,2448 2484 2844 4248 4284 4428 4482 4824 4842 8244 8424 8442,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2449,12,2449 2494 2944 4249 4294 4429 4492 4924 4942 9244 9424 9442,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2455,12,2455 2545 2554 4255 4525 4552 5245 5254 5425 5452 5524 5542,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
2456,24,2456 2465 2546 2564 2645 2654 4256 4265 4526 4562 4625 4652 5246 5264 5426 5462 5624 5642 6245 6254 6425 6452 6524 6542,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
2457,24,2457 2475 2547 2574 2745 2754 4257 4275 4527 4572 4725 4752 5247 5274 5427 5472 5724 5742 7245 7254 7425 7452 7524 7542,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
2458,24,2458 2485 2548 2584 2845 2854 4258 4285 4528 4582 4825 4852 5248 5284 5428 5482 5824 5842 8245 8254 8425 8452 8524 8542,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2459,24,2459 2495 2549 2594 2945 2954 4259 4295 4529 4592 4925 4952 5249 5294 5429 5492 5924 5942 9245 9254 9425 9452 9524 9542,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2466,12,2466 2646 2664 4266 4626 4662 6246 6264 6426 6462 6624 6642,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
2467,24,2467 2476 2647 2674 2746 2764 4267 4276 4627 4672 4726 4762 6247 6274 6427 6472 6724 6742 7246 7264 7426 7462 7624 7642,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
2468,24,2468 2486 2648 2684 2846 2864 4268 4286 4628 4682 4826 4862 6248 6284 6428 6482 6824 6842 8246 8264 8426 8462 8624 8642,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
2469,24,2469 2496 2649 2694 2946 2964 4269 4296 4629 4692 4926 4962 6249 6294 6429 6492 6924 6942 9246 9264 9426 9462 9624 9642,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2477,12,2477 2747 2774 4277 4727 4772 7247 7274 7427 7472 7724 7742,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
2478,24,2478 2487 2748 2784 2847 2874 4278 4287 4728 4782 4827 4872 7248 7284 7428 7482 7824 7842 8247 8274 8427 8472 8724 8742,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
2479,24,2479 2497 2749 2794 2947 2974 4279 4297 4729 4792 4927 4972 7249 7294 7429 7492 7924 7942 9247 9274 9427 9472 9724 9742,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
2488,12,2488 2848 2884 4288 4828 4882 8248 8284 8428 8482 8824 8842,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
2489,24,2489 2498 2849 2894 2948 2984 4289 4298 4829 4892 4928 4982 8249 8294 8429 8492 8924 8942 9248 9284 9428 9482 9824 9842,4,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
2499,12,2499 2949 2994 4299 4929 4992 9249 9294 9429 9492 9924 9942,3,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
2555,4,2555 5255 5525 5552,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
2556,12,2556 2565 2655 5256 5265 5526 5562 5625 5652 6255 6525 6552,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
2557,12,2557 2575 2755 5257 5275 5527 5572 5725 5752 7255 7525 7552,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2558,12,2558 2585 2855 5258 5285 5528 5582 5825 5852 8255 8525 8552,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2559,12,2559 2595 2955 5259 5295 5529 5592 5925 5952 9255 9525 9552,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2566,12,2566 2656 2665 5266 5626 5662 6256 6265 6526 6562 6625 6652,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
2567,24,2567 2576 2657 2675 2756 2765 5267 5276 5627 5672 5726 5762 6257 6275 6527 6572 6725 6752 7256 7265 7526 7562 7625 7652,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
2568,24,2568 2586 2658 2685 2856 2865 5268 5286 5628 5682 5826 5862 6258 6285 6528 6582 6825 6852 8256 8265 8526 8562 8625 8652,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2569,24,2569 2596 2659 2695 2956 2965 5269 5296 5629 5692 5926 5962 6259 6295 6529 6592 6925 6952 9256 9265 9526 9562 9625 9652,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
2577,12,2577 2757 2775 5277 5727 5772 7257 7275 7527 7572 7725 7752,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
2578,24,2578 2587 2758 2785 2857 2875 5278 5287 5728 5782 5827 5872 7258 7285 7528 7582 7825 7852 8257 8275 8527 8572 8725 8752,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
2579,24,2579 2597 2759 2795 2957 2975 5279 5297 5729 5792 5927 5972 7259 7295 7529 7592 7925 7952 9257 9275 9527 9572 9725 9752,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
2588,12,2588 2858 2885 5288 5828 5882 8258 8285 8528 8582 8825 8852,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
2589,24,2589 2598 2859 2895 2958 2985 5289 5298 5829 5892 5928 5982 8259 8295 8529 8592 8925 8952 9258 9285 9528 9582 9825 9852,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
2599,12,2599 2959 2995 5299 5929 5992 9259 9295 9529 9592 9925 9952,3,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
2666,4,2666 6266 6626 6662,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
2667,12,2667 2676 2766 6267 6276 6627 6672 6726 6762 7266 7626 7662,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
2668,12,2668 2686 2866 6268 6286 6628 6682 6826 6862 8266 8626 8662,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
2669,12,2669 2696 2966 6269 6296 6629 6692 6926 6962 9266 9626 9662,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
2677,12,2677 2767 2776 6277 6727 6772 7267 7276 7627 7672 7726 7762,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
2678,24,2678 2687 2768 2786 2867 2876 6278 6287 6728 6782 6827 6872 7268 7286 7628 7682 7826 7862 8267 8276 8627 8672 8726 8762,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
2679,24,2679 2697 2769 2796 2967 2976 6279 6297 6729 6792 6927 6972 7269 7296 7629 7692 7926 7962 9267 9276 9627 9672 9726 9762,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
