digit_multiset,class_size,members,distinct_digits,is_repdigit_class,x,y,first_result,first_result_state,distance_after_first_to_6174,member_distance_values_to_6174,member_distance_min_to_6174,member_distance_max_to_6174,all_members_same_distance,member_iterations_to_attractor_min,member_iterations_to_attractor_max,final_attractors
0357,24,0357 0375 0537 0573 0735 0753 3057 3075 3507 3570 3705 3750 5037 5073 5307 5370 5703 5730 7035 7053 7305 7350 7503 7530,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
0358,24,0358 0385 0538 0583 0835 0853 3058 3085 3508 3580 3805 3850 5038 5083 5308 5380 5803 5830 8035 8053 8305 8350 8503 8530,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
0359,24,0359 0395 0539 0593 0935 0953 3059 3095 3509 3590 3905 3950 5039 5093 5309 5390 5903 5930 9035 9053 9305 9350 9503 9530,4,False,9,2,9171,9171,2,3,3,3,True,3,3,6174
0366,12,0366 0636 0663 3066 3606 3660 6036 6063 6306 6360 6603 6630,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
0367,24,0367 0376 0637 0673 0736 0763 3067 3076 3607 3670 3706 3760 6037 6073 6307 6370 6703 6730 7036 7063 7306 7360 7603 7630,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
0368,24,0368 0386 0638 0683 0836 0863 3068 3086 3608 3680 3806 3860 6038 6083 6308 6380 6803 6830 8036 8063 8306 8360 8603 8630,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
0369,24,0369 0396 0639 0693 0936 0963 3069 3096 3609 3690 3906 3960 6039 6093 6309 6390 6903 6930 9036 9063 9306 9360 9603 9630,4,False,9,3,9261,9261,2,3,3,3,True,3,3,6174
0377,12,0377 0737 0773 3077 3707 3770 7037 7073 7307 7370 7703 7730,3,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
0378,24,0378 0387 0738 0783 0837 0873 3078 3087 3708 3780 3807 3870 7038 7083 7308 7380 7803 7830 8037 8073 8307 8370 8703 8730,4,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
0379,24,0379 0397 0739 0793 0937 0973 3079 3097 3709 3790 3907 3970 7039 7093 7309 7390 7903 7930 9037 9073 9307 9370 9703 9730,4,False,9,4,9351,9351,6,7,7,7,True,7,7,6174
0388,12,0388 0838 0883 3088 3808 3880 8038 8083 8308 8380 8803 8830,3,False,8,5,8442,8442,6,7,7,7,True,7,7,6174
0389,24,0389 0398 0839 0893 0938 0983 3089 3098 3809 3890 3908 3980 8039 8093 8309 8390 8903 8930 9038 9083 9308 9380 9803 9830,4,False,9,5,9441,9441,6,7,7,7,True,7,7,6174
0399,12,0399 0939 0993 3099 3909 3990 9039 9093 9309 9390 9903 9930,3,False,9,6,9531,9531,6,7,7,7,True,7,7,6174
0444,4,0444 4044 4404 4440,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
0445,12,0445 0454 0544 4045 4054 4405 4450 4504 4540 5044 5404 5440,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
0446,12,0446 0464 0644 4046 4064 4406 4460 4604 4640 6044 6404 6440,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
0447,12,0447 0474 0744 4047 4074 4407 4470 4704 4740 7044 7404 7440,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
0448,12,0448 0484 0844 4048 4084 4408 4480 4804 4840 8044 8404 8440,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
0449,12,0449 0494 0944 4049 4094 4409 4490 4904 4940 9044 9404 9440,3,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
0455,12,0455 0545 0554 4055 4505 4550 5045 5054 5405 5450 5504 5540,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
0456,24,0456 0465 0546 0564 0645 0654 4056 4065 4506 4560 4605 4650 5046 5064 5406 5460 5604 5640 6045 6054 6405 6450 6504 6540,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
0457,24,0457 0475 0547 0574 0745 0754 4057 4075 4507 4570 4705 4750 5047 5074 5407 5470 5704 5740 7045 7054 7405 7450 7504 7540,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
0458,24,0458 0485 0548 0584 0845 0854 4058 4085 4508 4580 4805 4850 5048 5084 5408 5480 5804 5840 8045 8054 8405 8450 8504 8540,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
0459,24,0459 0495 0549 0594 0945 0954 4059 4095 4509 4590 4905 4950 5049 5094 5409 5490 5904 5940 9045 9054 9405 9450 9504 9540,4,False,9,1,9081,9081,3,4,4,4,True,4,4,6174
0466,12,0466 0646 0664 4066 4606 4660 6046 6064 6406 6460 6604 6640,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
0467,24,0467 0476 0647 0674 0746 0764 4067 4076 4607 4670 4706 4760 6047 6074 6407 6470 6704 6740 7046 7064 7406 7460 7604 7640,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
0468,24,0468 0486 0648 0684 0846 0864 4068 4086 4608 4680 4806 4860 6048 6084 6408 6480 6804 6840 8046 8064 8406 8460 8604 8640,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
0469,24,0469 0496 0649 0694 0946 0964 4069 4096 4609 4690 4906 4960 6049 6094 6409 6490 6904 6940 9046 9064 9406 9460 9604 9640,4,False,9,2,9171,9171,2,3,3,3,True,3,3,6174
0477,12,0477 0747 0774 4077 4707 4770 7047 7074 7407 7470 7704 7740,3,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
0478,24,0478 0487 0748 0784 0847 0874 4078 4087 4708 4780 4807 4870 7048 7084 7408 7480 7804 7840 8047 8074 8407 8470 8704 8740,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
0479,24,0479 0497 0749 0794 0947 0974 4079 4097 4709 4790 4907 4970 7049 7094 7409 7490 7904 7940 9047 9074 9407 9470 9704 9740,4,False,9,3,9261,9261,2,3,3,3,True,3,3,6174
0488,12,0488 0848 0884 4088 4808 4880 8048 8084 8408 8480 8804 8840,3,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
0489,24,0489 0498 0849 0894 0948 0984 4089 4098 4809 4890 4908 4980 8049 8094 8409 8490 8904 8940 9048 9084 9408 9480 9804 9840,4,False,9,4,9351,9351,6,7,7,7,True,7,7,6174
0499,12,0499 0949 0994 4099 4909 4990 9049 9094 9409 9490 9904 9940,3,False,9,5,9441,9441,6,7,7,7,True,7,7,6174
0555,4,0555 5055 5505 5550,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
0556,12,0556 0565 0655 5056 5065 5506 5560 5605 5650 6055 6505 6550,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
0557,12,0557 0575 0755 5057 5075 5507 5570 5705 5750 7055 7505 7550,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
0558,12,0558 0585 0855 5058 5085 5508 5580 5805 5850 8055 8505 8550,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
0559,12,0559 0595 0955 5059 5095 5509 5590 5905 5950 9055 9505 9550,3,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
0566,12,0566 0656 0665 5066 5606 5660 6056 6065 6506 6560 6605 6650,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
0567,24,0567 0576 0657 0675 0756 0765 5067 5076 5607 5670 5706 5760 6057 6075 6507 6570 6705 6750 7056 7065 7506 7560 7605 7650,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
0568,24,0568 0586 0658 0685 0856 0865 5068 5086 5608 5680 5806 5860 6058 6085 6508 6580 6805 6850 8056 8065 8506 8560 8605 8650,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
0569,24,0569 0596 0659 0695 0956 0965 5069 5096 5609 5690 5906 5960 6059 6095 6509 6590 6905 6950 9056 9065 9506 9560 9605 9650,4,False,9,1,9081,9081,3,4,4,4,True,4,4,6174
0577,12,0577 0757 0775 5077 5707 5770 7057 7075 7507 7570 7705 7750,3,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
0578,24,0578 0587 0758 0785 0857 0875 5078 5087 5708 5780 5807 5870 7058 7085 7508 7580 7805 7850 8057 8075 8507 8570 8705 8750,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
0579,24,0579 0597 0759 0795 0957 0975 5079 5097 5709 5790 5907 5970 7059 7095 7509 7590 7905 7950 9057 9075 9507 9570 9705 9750,4,False,9,2,9171,9171,2,3,3,3,True,3,3,6174
0588,12,0588 0858 0885 5088 5808 5880 8058 8085 8508 8580 8805 8850,3,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
0589,24,0589 0598 0859 0895 0958 0985 5089 5098 5809 5890 5908 5980 8059 8095 8509 8590 8905 8950 9058 9085 9508 9580 9805 9850,4,False,9,3,9261,9261,2,3,3,3,True,3,3,6174
0599,12,0599 0959 0995 5099 5909 5990 9059 9095 9509 9590 9905 9950,3,False,9,4,9351,9351,6,7,7,7,True,7,7,6174
0666,4,0666 6066 6606 6660,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
0667,12,0667 0676 0766 6067 6076 6607 6670 6706 6760 7066 7606 7660,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
0668,12,0668 0686 0866 6068 6086 6608 6680 6806 6860 8066 8606 8660,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
0669,12,0669 0696 0966 6069 6096 6609 6690 6906 6960 9066 9606 9660,3,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
0677,12,0677 0767 0776 6077 6707 6770 7067 7076 7607 7670 7706 7760,3,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
0678,24,0678 0687 0768 0786 0867 0876 6078 6087 6708 6780 6807 6870 7068 7086 7608 7680 7806 7860 8067 8076 8607 8670 8706 8760,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
0679,24,0679 0697 0769 0796 0967 0976 6079 6097 6709 6790 6907 6970 7069 7096 7609 7690 7906 7960 9067 9076 9607 9670 9706 9760,4,False,9,1,9081,9081,3,4,4,4,True,4,4,6174
0688,12,0688 0868 0886 6088 6808 6880 8068 8086 8608 8680 8806 8860,3,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
0689,24,0689 0698 0869 0896 0968 0986 6089 6098 6809 6890 6908 6980 8069 8096 8609 8690 8906 8960 9068 9086 9608 9680 9806 9860,4,False,9,2,9171,9171,2,3,3,3,True,3,3,6174
0699,12,0699 0969 0996 6099 6909 6990 9069 9096 9609 9690 9906 9960,3,False,9,3,9261,9261,2,3,3,3,True,3,3,6174
0777,4,0777 7077 7707 7770,2,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
0778,12,0778 0787 0877 7078 7087 7708 7780 7807 7870 8077 8707 8770,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
0779,12,0779 0797 0977 7079 7097 7709 7790 7907 7970 9077 9707 9770,3,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
0788,12,0788 0878 0887 7088 7808 7880 8078 8087 8708 8780 8807 8870,3,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
0789,24,0789 0798 0879 0897 0978 0987 7089 7098 7809 7890 7908 7980 8079 8097 8709 8790 8907 8970 9078 9087 9708 9780 9807 9870,4,False,9,1,9081,9081,3,4,4,4,True,4,4,6174
0799,12,0799 0979 0997 7099 7909 7990 9079 9097 9709 9790 9907 9970,3,False,9,2,9171,9171,2,3,3,3,True,3,3,6174
0888,4,0888 8088 8808 8880,2,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
0889,12,0889 0898 0988 8089 8098 8809 8890 8908 8980 9088 9808 9880,3,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
0899,12,0899 0989 0998 8099 8909 8990 9089 9098 9809 9890 9908 9980,3,False,9,1,9081,9081,3,4,4,4,True,4,4,6174
0999,4,0999 9099 9909 9990,2,False,9,0,8991,8991,3,4,4,4,True,4,4,6174
1111,1,1111,1,True,0,0,0,0000,,,,,True,1,1,0000
1112,4,1112 1121 1211 2111,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
1113,4,1113 1131 1311 3111,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
1114,4,1114 1141 1411 4111,2,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
1115,4,1115 1151 1511 5111,2,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
1116,4,1116 1161 1611 6111,2,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1117,4,1117 1171 1711 7111,2,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1118,4,1118 1181 1811 8111,2,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1119,4,1119 1191 1911 9111,2,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1122,6,1122 1212 1221 2112 2121 2211,2,False,1,1,1089,1089,3,4,4,4,True,4,4,6174
1123,12,1123 1132 1213 1231 1312 1321 2113 2131 2311 3112 3121 3211,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
1124,12,1124 1142 1214 1241 1412 1421 2114 2141 2411 4112 4121 4211,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
1125,12,1125 1152 1215 1251 1512 1521 2115 2151 2511 5112 5121 5211,3,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
1126,12,1126 1162 1216 1261 1612 1621 2116 2161 2611 6112 6121 6211,3,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
1127,12,1127 1172 1217 1271 1712 1721 2117 2171 2711 7112 7121 7211,3,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1128,12,1128 1182 1218 1281 1812 1821 2118 2181 2811 8112 8121 8211,3,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1129,12,1129 1192 1219 1291 1912 1921 2119 2191 2911 9112 9121 9211,3,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1133,6,1133 1313 1331 3113 3131 3311,2,False,2,2,2178,2178,5,6,6,6,True,6,6,6174
1134,12,1134 1143 1314 1341 1413 1431 3114 3141 3411 4113 4131 4311,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
1135,12,1135 1153 1315 1351 1513 1531 3115 3151 3511 5113 5131 5311,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
1136,12,1136 1163 1316 1361 1613 1631 3116 3161 3611 6113 6131 6311,3,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
1137,12,1137 1173 1317 1371 1713 1731 3117 3171 3711 7113 7131 7311,3,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
1138,12,1138 1183 1318 1381 1813 1831 3118 3181 3811 8113 8131 8311,3,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1139,12,1139 1193 1319 1391 1913 1931 3119 3191 3911 9113 9131 9311,3,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1144,6,1144 1414 1441 4114 4141 4411,2,False,3,3,3267,3267,5,6,6,6,True,6,6,6174
1145,12,1145 1154 1415 1451 1514 1541 4115 4151 4511 5114 5141 5411,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
1146,12,1146 1164 1416 1461 1614 1641 4116 4161 4611 6114 6141 6411,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
1147,12,1147 1174 1417 1471 1714 1741 4117 4171 4711 7114 7141 7411,3,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
1148,12,1148 1184 1418 1481 1814 1841 4118 4181 4811 8114 8141 8411,3,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
1149,12,1149 1194 1419 1491 1914 1941 4119 4191 4911 9114 9141 9411,3,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1155,6,1155 1515 1551 5115 5151 5511,2,False,4,4,4356,4356,3,4,4,4,True,4,4,6174
1156,12,1156 1165 1516 1561 1615 1651 5116 5161 5611 6115 6151 6511,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
1157,12,1157 1175 1517 1571 1715 1751 5117 5171 5711 7115 7151 7511,3,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
1158,12,1158 1185 1518 1581 1815 1851 5118 5181 5811 8115 8151 8511,3,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
1159,12,1159 1195 1519 1591 1915 1951 5119 5191 5911 9115 9151 9511,3,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
1166,6,1166 1616 1661 6116 6161 6611,2,False,5,5,5445,5445,4,5,5,5,True,5,5,6174
1167,12,1167 1176 1617 1671 1716 1761 6117 6171 6711 7116 7161 7611,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
1168,12,1168 1186 1618 1681 1816 1861 6118 6181 6811 8116 8161 8611,3,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
1169,12,1169 1196 1619 1691 1916 1961 6119 6191 6911 9116 9161 9611,3,False,8,5,8442,8442,6,7,7,7,True,7,7,6174
1177,6,1177 1717 1771 7117 7171 7711,2,False,6,6,6534,6534,3,4,4,4,True,4,4,6174
1178,12,1178 1187 1718 1781 1817 1871 7118 7181 7811 8117 8171 8711,3,False,7,6,7533,7533,2,3,3,3,True,3,3,6174
1179,12,1179 1197 1719 1791 1917 1971 7119 7191 7911 9117 9171 9711,3,False,8,6,8532,8532,1,2,2,2,True,2,2,6174
1188,6,1188 1818 1881 8118 8181 8811,2,False,7,7,7623,7623,5,6,6,6,True,6,6,6174
1189,12,1189 1198 1819 1891 1918 1981 8119 8191 8911 9118 9181 9811,3,False,8,7,8622,8622,4,5,5,5,True,5,5,6174
1199,6,1199 1919 1991 9119 9191 9911,2,False,8,8,8712,8712,5,6,6,6,True,6,6,6174
1222,4,1222 2122 2212 2221,2,False,1,0,999,0999,4,5,5,5,True,5,5,6174
1223,12,1223 1232 1322 2123 2132 2213 2231 2312 2321 3122 3212 3221,3,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
1224,12,1224 1242 1422 2124 2142 2214 2241 2412 2421 4122 4212 4221,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
1225,12,1225 1252 1522 2125 2152 2215 2251 2512 2521 5122 5212 5221,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
1226,12,1226 1262 1622 2126 2162 2216 2261 2612 2621 6122 6212 6221,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1227,12,1227 1272 1722 2127 2172 2217 2271 2712 2721 7122 7212 7221,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1228,12,1228 1282 1822 2128 2182 2218 2281 2812 2821 8122 8212 8221,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1229,12,1229 1292 1922 2129 2192 2219 2291 2912 2921 9122 9212 9221,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1233,12,1233 1323 1332 2133 2313 2331 3123 3132 3213 3231 3312 3321,3,False,2,1,2088,2088,2,3,3,3,True,3,3,6174
1234,24,1234 1243 1324 1342 1423 1432 2134 2143 2314 2341 2413 2431 3124 3142 3214 3241 3412 3421 4123 4132 4213 4231 4312 4321,4,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
1235,24,1235 1253 1325 1352 1523 1532 2135 2153 2315 2351 2513 2531 3125 3152 3215 3251 3512 3521 5123 5132 5213 5231 5312 5321,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
1236,24,1236 1263 1326 1362 1623 1632 2136 2163 2316 2361 2613 2631 3126 3162 3216 3261 3612 3621 6123 6132 6213 6231 6312 6321,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
1237,24,1237 1273 1327 1372 1723 1732 2137 2173 2317 2371 2713 2731 3127 3172 3217 3271 3712 3721 7123 7132 7213 7231 7312 7321,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1238,24,1238 1283 1328 1382 1823 1832 2138 2183 2318 2381 2813 2831 3128 3182 3218 3281 3812 3821 8123 8132 8213 8231 8312 8321,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1239,24,1239 1293 1329 1392 1923 1932 2139 2193 2319 2391 2913 2931 3129 3192 3219 3291 3912 3921 9123 9132 9213 9231 9312 9321,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1244,12,1244 1424 1442 2144 2414 2441 4124 4142 4214 4241 4412 4421,3,False,3,2,3177,3177,4,5,5,5,True,5,5,6174
1245,24,1245 1254 1425 1452 1524 1542 2145 2154 2415 2451 2514 2541 4125 4152 4215 4251 4512 4521 5124 5142 5214 5241 5412 5421,4,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
1246,24,1246 1264 1426 1462 1624 1642 2146 2164 2416 2461 2614 2641 4126 4162 4216 4261 4612 4621 6124 6142 6214 6241 6412 6421,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
1247,24,1247 1274 1427 1472 1724 1742 2147 2174 2417 2471 2714 2741 4127 4172 4217 4271 4712 4721 7124 7142 7214 7241 7412 7421,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
1248,24,1248 1284 1428 1482 1824 1842 2148 2184 2418 2481 2814 2841 4128 4182 4218 4281 4812 4821 8124 8142 8214 8241 8412 8421,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1249,24,1249 1294 1429 1492 1924 1942 2149 2194 2419 2491 2914 2941 4129 4192 4219 4291 4912 4921 9124 9142 9214 9241 9412 9421,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1255,12,1255 1525 1552 2155 2515 2551 5125 5152 5215 5251 5512 5521,3,False,4,3,4266,4266,2,3,3,3,True,3,3,6174
1256,24,1256 1265 1526 1562 1625 1652 2156 2165 2516 2561 2615 2651 5126 5162 5216 5261 5612 5621 6125 6152 6215 6251 6512 6521,4,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
1257,24,1257 1275 1527 1572 1725 1752 2157 2175 2517 2571 2715 2751 5127 5172 5217 5271 5712 5721 7125 7152 7215 7251 7512 7521,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
1258,24,1258 1285 1528 1582 1825 1852 2158 2185 2518 2581 2815 2851 5128 5182 5218 5281 5812 5821 8125 8152 8215 8251 8512 8521,4,False,7,3,7263,7263,5,6,6,6,True,6,6,6174
1259,24,1259 1295 1529 1592 1925 1952 2159 2195 2519 2591 2915 2951 5129 5192 5219 5291 5912 5921 9125 9152 9215 9251 9512 9521,4,False,8,3,8262,8262,4,5,5,5,True,5,5,6174
1266,12,1266 1626 1662 2166 2616 2661 6126 6162 6216 6261 6612 6621,3,False,5,4,5355,5355,4,5,5,5,True,5,5,6174
1267,24,1267 1276 1627 1672 1726 1762 2167 2176 2617 2671 2716 2761 6127 6172 6217 6271 6712 6721 7126 7162 7216 7261 7612 7621,4,False,6,4,6354,6354,3,4,4,4,True,4,4,6174
1268,24,1268 1286 1628 1682 1826 1862 2168 2186 2618 2681 2816 2861 6128 6182 6218 6281 6812 6821 8126 8162 8216 8261 8612 8621,4,False,7,4,7353,7353,2,3,3,3,True,3,3,6174
1269,24,1269 1296 1629 1692 1926 1962 2169 2196 2619 2691 2916 2961 6129 6192 6219 6291 6912 6921 9126 9162 9216 9261 9612 9621,4,False,8,4,8352,8352,1,2,2,2,True,2,2,6174
1277,12,1277 1727 1772 2177 2717 2771 7127 7172 7217 7271 7712 7721,3,False,6,5,6444,6444,4,5,5,5,True,5,5,6174
1278,24,1278 1287 1728 1782 1827 1872 2178 2187 2718 2781 2817 2871 7128 7182 7218 7281 7812 7821 8127 8172 8217 8271 8712 8721,4,False,7,5,7443,7443,4,5,5,5,True,5,5,6174
1279,24,1279 1297 1729 1792 1927 1972 2179 2197 2719 2791 2917 2971 7129 7192 7219 7291 7912 7921 9127 9172 9217 9271 9712 9721,4,False,8,5,8442,8442,6,7,7,7,True,7,7,6174
1288,12,1288 1828 1882 2188 2818 2881 8128 8182 8218 8281 8812 8821,3,False,7,6,7533,7533,2,3,3,3,True,3,3,6174
1289,24,1289 1298 1829 1892 1928 1982 2189 2198 2819 2891 2918 2981 8129 8192 8219 8291 8912 8921 9128 9182 9218 9281 9812 9821,4,False,8,6,8532,8532,1,2,2,2,True,2,2,6174
1299,12,1299 1929 1992 2199 2919 2991 9129 9192 9219 9291 9912 9921,3,False,8,7,8622,8622,4,5,5,5,True,5,5,6174
1333,4,1333 3133 3313 3331,2,False,2,0,1998,1998,3,4,4,4,True,4,4,6174
1334,12,1334 1343 1433 3134 3143 3314 3341 3413 3431 4133 4313 4331,3,False,3,0,2997,2997,5,6,6,6,True,6,6,6174
1335,12,1335 1353 1533 3135 3153 3315 3351 3513 3531 5133 5313 5331,3,False,4,0,3996,3996,3,4,4,4,True,4,4,6174
1336,12,1336 1363 1633 3136 3163 3316 3361 3613 3631 6133 6313 6331,3,False,5,0,4995,4995,5,6,6,6,True,6,6,6174
1337,12,1337 1373 1733 3137 3173 3317 3371 3713 3731 7133 7313 7331,3,False,6,0,5994,5994,5,6,6,6,True,6,6,6174
1338,12,1338 1383 1833 3138 3183 3318 3381 3813 3831 8133 8313 8331,3,False,7,0,6993,6993,3,4,4,4,True,4,4,6174
1339,12,1339 1393 1933 3139 3193 3319 3391 3913 3931 9133 9313 9331,3,False,8,0,7992,7992,5,6,6,6,True,6,6,6174
1344,12,1344 1434 1443 3144 3414 3441 4134 4143 4314 4341 4413 4431,3,False,3,1,3087,3087,2,3,3,3,True,3,3,6174
1345,24,1345 1354 1435 1453 1534 1543 3145 3154 3415 3451 3514 3541 4135 4153 4315 4351 4513 4531 5134 5143 5314 5341 5413 5431,4,False,4,1,4086,4086,6,7,7,7,True,7,7,6174
1346,24,1346 1364 1436 1463 1634 1643 3146 3164 3416 3461 3614 3641 4136 4163 4316 4361 4613 4631 6134 6143 6314 6341 6413 6431,4,False,5,1,5085,5085,6,7,7,7,True,7,7,6174
1347,24,1347 1374 1437 1473 1734 1743 3147 3174 3417 3471 3714 3741 4137 4173 4317 4371 4713 4731 7134 7143 7314 7341 7413 7431,4,False,6,1,6084,6084,6,7,7,7,True,7,7,6174
1348,24,1348 1384 1438 1483 1834 1843 3148 3184 3418 3481 3814 3841 4138 4183 4318 4381 4813 4831 8134 8143 8314 8341 8413 8431,4,False,7,1,7083,7083,2,3,3,3,True,3,3,6174
1349,24,1349 1394 1439 1493 1934 1943 3149 3194 3419 3491 3914 3941 4139 4193 4319 4391 4913 4931 9134 9143 9314 9341 9413 9431,4,False,8,1,8082,8082,2,3,3,3,True,3,3,6174
1355,12,1355 1535 1553 3155 3515 3551 5135 5153 5315 5351 5513 5531,3,False,4,2,4176,4176,1,2,2,2,True,2,2,6174
1356,24,1356 1365 1536 1563 1635 1653 3156 3165 3516 3561 3615 3651 5136 5163 5316 5361 5613 5631 6135 6153 6315 6351 6513 6531,4,False,5,2,5175,5175,6,7,7,7,True,7,7,6174
1357,24,1357 1375 1537 1573 1735 1753 3157 3175 3517 3571 3715 3751 5137 5173 5317 5371 5713 5731 7135 7153 7315 7351 7513 7531,4,False,6,2,6174,6174,0,1,1,1,True,1,1,6174
1358,24,1358 1385 1538 1583 1835 1853 3158 3185 3518 3581 3815 3851 5138 5183 5318 5381 5813 5831 8135 8153 8315 8351 8513 8531,4,False,7,2,7173,7173,4,5,5,5,True,5,5,6174
1359,24,1359 1395 1539 1593 1935 1953 3159 3195 3519 3591 3915 3951 5139 5193 5319 5391 5913 5931 9135 9153 9315 9351 9513 9531,4,False,8,2,8172,8172,5,6,6,6,True,6,6,6174
1366,12,1366 1636 1663 3166 3616 3661 6136 6163 6316 6361 6613 6631,3,False,5,3,5265,5265,4,5,5,5,True,5,5,6174
1367,24,1367 1376 1637 1673 1736 1763 3167 3176 3617 3671 3716 3761 6137 6173 6317 6371 6713 6731 7136 7163 7316 7361 7613 7631,4,False,6,3,6264,6264,2,3,3,3,True,3,3,6174
