start,start_state,digit_multiset,x,y,first_result,first_result_state,distance_to_6174,trajectory
235,0235,0235,5,1,5085,5085,7.0,0235 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
236,0236,0236,6,1,6084,6084,7.0,0236 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
241,0241,0124,4,1,4086,4086,7.0,0241 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
243,0243,0234,4,1,4086,4086,7.0,0243 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
245,0245,0245,5,2,5175,5175,7.0,0245 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
250,0250,0025,5,2,5175,5175,7.0,0250 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
251,0251,0125,5,1,5085,5085,7.0,0251 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
253,0253,0235,5,1,5085,5085,7.0,0253 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
254,0254,0245,5,2,5175,5175,7.0,0254 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
261,0261,0126,6,1,6084,6084,7.0,0261 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
263,0263,0236,6,1,6084,6084,7.0,0263 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
269,0269,0269,9,4,9351,9351,7.0,0269 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
278,0278,0278,8,5,8442,8442,7.0,0278 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
279,0279,0279,9,5,9441,9441,7.0,0279 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
287,0287,0278,8,5,8442,8442,7.0,0287 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
289,0289,0289,9,6,9531,9531,7.0,0289 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
296,0296,0269,9,4,9351,9351,7.0,0296 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
297,0297,0279,9,5,9441,9441,7.0,0297 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
298,0298,0289,9,6,9531,9531,7.0,0298 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
315,0315,0135,5,2,5175,5175,7.0,0315 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
324,0324,0234,4,1,4086,4086,7.0,0324 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
325,0325,0235,5,1,5085,5085,7.0,0325 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
326,0326,0236,6,1,6084,6084,7.0,0326 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
342,0342,0234,4,1,4086,4086,7.0,0342 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
344,0344,0344,4,1,4086,4086,7.0,0344 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
345,0345,0345,5,1,5085,5085,7.0,0345 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
346,0346,0346,6,1,6084,6084,7.0,0346 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
351,0351,0135,5,2,5175,5175,7.0,0351 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
352,0352,0235,5,1,5085,5085,7.0,0352 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
354,0354,0345,5,1,5085,5085,7.0,0354 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
355,0355,0355,5,2,5175,5175,7.0,0355 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
362,0362,0236,6,1,6084,6084,7.0,0362 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
364,0364,0346,6,1,6084,6084,7.0,0364 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
379,0379,0379,9,4,9351,9351,7.0,0379 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
388,0388,0388,8,5,8442,8442,7.0,0388 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
389,0389,0389,9,5,9441,9441,7.0,0389 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
397,0397,0379,9,4,9351,9351,7.0,0397 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
398,0398,0389,9,5,9441,9441,7.0,0398 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
399,0399,0399,9,6,9531,9531,7.0,0399 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
401,0401,0014,4,1,4086,4086,7.0,0401 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
409,0409,0049,9,4,9351,9351,7.0,0409 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
410,0410,0014,4,1,4086,4086,7.0,0410 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
412,0412,0124,4,1,4086,4086,7.0,0412 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
421,0421,0124,4,1,4086,4086,7.0,0421 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
423,0423,0234,4,1,4086,4086,7.0,0423 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
425,0425,0245,5,2,5175,5175,7.0,0425 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
432,0432,0234,4,1,4086,4086,7.0,0432 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
434,0434,0344,4,1,4086,4086,7.0,0434 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
435,0435,0345,5,1,5085,5085,7.0,0435 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
436,0436,0346,6,1,6084,6084,7.0,0436 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
443,0443,0344,4,1,4086,4086,7.0,0443 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
452,0452,0245,5,2,5175,5175,7.0,0452 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
453,0453,0345,5,1,5085,5085,7.0,0453 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
455,0455,0455,5,1,5085,5085,7.0,0455 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
456,0456,0456,6,1,6084,6084,7.0,0456 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
463,0463,0346,6,1,6084,6084,7.0,0463 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
465,0465,0456,6,1,6084,6084,7.0,0465 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
489,0489,0489,9,4,9351,9351,7.0,0489 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
490,0490,0049,9,4,9351,9351,7.0,0490 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
498,0498,0489,9,4,9351,9351,7.0,0498 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
499,0499,0499,9,5,9441,9441,7.0,0499 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
501,0501,0015,5,1,5085,5085,7.0,0501 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
502,0502,0025,5,2,5175,5175,7.0,0502 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
508,0508,0058,8,5,8442,8442,7.0,0508 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
509,0509,0059,9,5,9441,9441,7.0,0509 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
510,0510,0015,5,1,5085,5085,7.0,0510 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
512,0512,0125,5,1,5085,5085,7.0,0512 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
513,0513,0135,5,2,5175,5175,7.0,0513 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
519,0519,0159,9,4,9351,9351,7.0,0519 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
520,0520,0025,5,2,5175,5175,7.0,0520 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
521,0521,0125,5,1,5085,5085,7.0,0521 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
523,0523,0235,5,1,5085,5085,7.0,0523 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
524,0524,0245,5,2,5175,5175,7.0,0524 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
531,0531,0135,5,2,5175,5175,7.0,0531 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
532,0532,0235,5,1,5085,5085,7.0,0532 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
534,0534,0345,5,1,5085,5085,7.0,0534 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
535,0535,0355,5,2,5175,5175,7.0,0535 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
542,0542,0245,5,2,5175,5175,7.0,0542 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
543,0543,0345,5,1,5085,5085,7.0,0543 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
545,0545,0455,5,1,5085,5085,7.0,0545 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
546,0546,0456,6,1,6084,6084,7.0,0546 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
553,0553,0355,5,2,5175,5175,7.0,0553 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
554,0554,0455,5,1,5085,5085,7.0,0554 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
564,0564,0456,6,1,6084,6084,7.0,0564 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
566,0566,0566,6,1,6084,6084,7.0,0566 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
580,0580,0058,8,5,8442,8442,7.0,0580 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
590,0590,0059,9,5,9441,9441,7.0,0590 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
591,0591,0159,9,4,9351,9351,7.0,0591 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
599,0599,0599,9,4,9351,9351,7.0,0599 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
601,0601,0016,6,1,6084,6084,7.0,0601 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
609,0609,0069,9,6,9531,9531,7.0,0609 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
610,0610,0016,6,1,6084,6084,7.0,0610 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
612,0612,0126,6,1,6084,6084,7.0,0612 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
618,0618,0168,8,5,8442,8442,7.0,0618 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
619,0619,0169,9,5,9441,9441,7.0,0619 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
621,0621,0126,6,1,6084,6084,7.0,0621 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
623,0623,0236,6,1,6084,6084,7.0,0623 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
629,0629,0269,9,4,9351,9351,7.0,0629 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
632,0632,0236,6,1,6084,6084,7.0,0632 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
634,0634,0346,6,1,6084,6084,7.0,0634 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
643,0643,0346,6,1,6084,6084,7.0,0643 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
645,0645,0456,6,1,6084,6084,7.0,0645 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
654,0654,0456,6,1,6084,6084,7.0,0654 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
656,0656,0566,6,1,6084,6084,7.0,0656 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
665,0665,0566,6,1,6084,6084,7.0,0665 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
681,0681,0168,8,5,8442,8442,7.0,0681 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
690,0690,0069,9,6,9531,9531,7.0,0690 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
691,0691,0169,9,5,9441,9441,7.0,0691 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
692,0692,0269,9,4,9351,9351,7.0,0692 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
719,0719,0179,9,6,9531,9531,7.0,0719 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
728,0728,0278,8,5,8442,8442,7.0,0728 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
729,0729,0279,9,5,9441,9441,7.0,0729 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
739,0739,0379,9,4,9351,9351,7.0,0739 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
782,0782,0278,8,5,8442,8442,7.0,0782 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
791,0791,0179,9,6,9531,9531,7.0,0791 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
792,0792,0279,9,5,9441,9441,7.0,0792 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
793,0793,0379,9,4,9351,9351,7.0,0793 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
805,0805,0058,8,5,8442,8442,7.0,0805 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
816,0816,0168,8,5,8442,8442,7.0,0816 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
827,0827,0278,8,5,8442,8442,7.0,0827 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
829,0829,0289,9,6,9531,9531,7.0,0829 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
838,0838,0388,8,5,8442,8442,7.0,0838 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
839,0839,0389,9,5,9441,9441,7.0,0839 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
849,0849,0489,9,4,9351,9351,7.0,0849 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
850,0850,0058,8,5,8442,8442,7.0,0850 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
861,0861,0168,8,5,8442,8442,7.0,0861 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
872,0872,0278,8,5,8442,8442,7.0,0872 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
883,0883,0388,8,5,8442,8442,7.0,0883 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
892,0892,0289,9,6,9531,9531,7.0,0892 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
893,0893,0389,9,5,9441,9441,7.0,0893 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
894,0894,0489,9,4,9351,9351,7.0,0894 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
904,0904,0049,9,4,9351,9351,7.0,0904 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
905,0905,0059,9,5,9441,9441,7.0,0905 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
906,0906,0069,9,6,9531,9531,7.0,0906 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
915,0915,0159,9,4,9351,9351,7.0,0915 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
916,0916,0169,9,5,9441,9441,7.0,0916 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
917,0917,0179,9,6,9531,9531,7.0,0917 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
926,0926,0269,9,4,9351,9351,7.0,0926 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
927,0927,0279,9,5,9441,9441,7.0,0927 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
928,0928,0289,9,6,9531,9531,7.0,0928 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
937,0937,0379,9,4,9351,9351,7.0,0937 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
938,0938,0389,9,5,9441,9441,7.0,0938 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
939,0939,0399,9,6,9531,9531,7.0,0939 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
940,0940,0049,9,4,9351,9351,7.0,0940 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
948,0948,0489,9,4,9351,9351,7.0,0948 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
949,0949,0499,9,5,9441,9441,7.0,0949 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
950,0950,0059,9,5,9441,9441,7.0,0950 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
951,0951,0159,9,4,9351,9351,7.0,0951 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
959,0959,0599,9,4,9351,9351,7.0,0959 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
960,0960,0069,9,6,9531,9531,7.0,0960 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
961,0961,0169,9,5,9441,9441,7.0,0961 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
962,0962,0269,9,4,9351,9351,7.0,0962 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
971,0971,0179,9,6,9531,9531,7.0,0971 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
972,0972,0279,9,5,9441,9441,7.0,0972 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
973,0973,0379,9,4,9351,9351,7.0,0973 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
982,0982,0289,9,6,9531,9531,7.0,0982 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
983,0983,0389,9,5,9441,9441,7.0,0983 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
984,0984,0489,9,4,9351,9351,7.0,0984 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
993,0993,0399,9,6,9531,9531,7.0,0993 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
994,0994,0499,9,5,9441,9441,7.0,0994 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
995,0995,0599,9,4,9351,9351,7.0,0995 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1004,1004,0014,4,1,4086,4086,7.0,1004 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1005,1005,0015,5,1,5085,5085,7.0,1005 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1006,1006,0016,6,1,6084,6084,7.0,1006 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1024,1024,0124,4,1,4086,4086,7.0,1024 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1025,1025,0125,5,1,5085,5085,7.0,1025 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1026,1026,0126,6,1,6084,6084,7.0,1026 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1035,1035,0135,5,2,5175,5175,7.0,1035 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
1040,1040,0014,4,1,4086,4086,7.0,1040 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1042,1042,0124,4,1,4086,4086,7.0,1042 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1050,1050,0015,5,1,5085,5085,7.0,1050 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1052,1052,0125,5,1,5085,5085,7.0,1052 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1053,1053,0135,5,2,5175,5175,7.0,1053 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
1059,1059,0159,9,4,9351,9351,7.0,1059 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1060,1060,0016,6,1,6084,6084,7.0,1060 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1062,1062,0126,6,1,6084,6084,7.0,1062 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1068,1068,0168,8,5,8442,8442,7.0,1068 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
1069,1069,0169,9,5,9441,9441,7.0,1069 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1079,1079,0179,9,6,9531,9531,7.0,1079 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1086,1086,0168,8,5,8442,8442,7.0,1086 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
1095,1095,0159,9,4,9351,9351,7.0,1095 -> 9351 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1096,1096,0169,9,5,9441,9441,7.0,1096 -> 9441 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1097,1097,0179,9,6,9531,9531,7.0,1097 -> 9531 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1125,1125,1125,4,1,4086,4086,7.0,1125 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1126,1126,1126,5,1,5085,5085,7.0,1126 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1127,1127,1127,6,1,6084,6084,7.0,1127 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1136,1136,1136,5,2,5175,5175,7.0,1136 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
1152,1152,1125,4,1,4086,4086,7.0,1152 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174
1162,1162,1126,5,1,5085,5085,7.0,1162 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174
1163,1163,1136,5,2,5175,5175,7.0,1163 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174
