start,start_state,is_repdigit,distinct_digits,digit_multiset,x,y,descending,ascending,first_result,first_result_state,trajectory,final_attractor,final_attractor_state,iterations_to_attractor,distance_to_6174,distance_to_0000,reaches_6174,reaches_0000,other_cycle_detected,cycle_length,cycle
1169,1169,False,3,1169,8,5,9611,1169,8442,8442,1169 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1170,1170,False,3,0117,7,0,7110,117,6993,6993,1170 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1171,1171,False,2,1117,6,0,7111,1117,5994,5994,1171 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1172,1172,False,3,1127,6,1,7211,1127,6084,6084,1172 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1173,1173,False,3,1137,6,2,7311,1137,6174,6174,1173 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
1174,1174,False,3,1147,6,3,7411,1147,6264,6264,1174 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1175,1175,False,3,1157,6,4,7511,1157,6354,6354,1175 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1176,1176,False,3,1167,6,5,7611,1167,6444,6444,1176 -> 6444 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1177,1177,False,2,1177,6,6,7711,1177,6534,6534,1177 -> 6534 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1178,1178,False,3,1178,7,6,8711,1178,7533,7533,1178 -> 7533 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1179,1179,False,3,1179,8,6,9711,1179,8532,8532,1179 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1180,1180,False,3,0118,8,0,8110,118,7992,7992,1180 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1181,1181,False,2,1118,7,0,8111,1118,6993,6993,1181 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1182,1182,False,3,1128,7,1,8211,1128,7083,7083,1182 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1183,1183,False,3,1138,7,2,8311,1138,7173,7173,1183 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1184,1184,False,3,1148,7,3,8411,1148,7263,7263,1184 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1185,1185,False,3,1158,7,4,8511,1158,7353,7353,1185 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1186,1186,False,3,1168,7,5,8611,1168,7443,7443,1186 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1187,1187,False,3,1178,7,6,8711,1178,7533,7533,1187 -> 7533 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1188,1188,False,2,1188,7,7,8811,1188,7623,7623,1188 -> 7623 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1189,1189,False,3,1189,8,7,9811,1189,8622,8622,1189 -> 8622 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1190,1190,False,3,0119,9,0,9110,119,8991,8991,1190 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1191,1191,False,2,1119,8,0,9111,1119,7992,7992,1191 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1192,1192,False,3,1129,8,1,9211,1129,8082,8082,1192 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1193,1193,False,3,1139,8,2,9311,1139,8172,8172,1193 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1194,1194,False,3,1149,8,3,9411,1149,8262,8262,1194 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1195,1195,False,3,1159,8,4,9511,1159,8352,8352,1195 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1196,1196,False,3,1169,8,5,9611,1169,8442,8442,1196 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1197,1197,False,3,1179,8,6,9711,1179,8532,8532,1197 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1198,1198,False,3,1189,8,7,9811,1189,8622,8622,1198 -> 8622 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1199,1199,False,2,1199,8,8,9911,1199,8712,8712,1199 -> 8712 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1200,1200,False,3,0012,2,1,2100,12,2088,2088,1200 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1201,1201,False,3,0112,2,0,2110,112,1998,1998,1201 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1202,1202,False,3,0122,2,1,2210,122,2088,2088,1202 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1203,1203,False,4,0123,3,1,3210,123,3087,3087,1203 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1204,1204,False,4,0124,4,1,4210,124,4086,4086,1204 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1205,1205,False,4,0125,5,1,5210,125,5085,5085,1205 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1206,1206,False,4,0126,6,1,6210,126,6084,6084,1206 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1207,1207,False,4,0127,7,1,7210,127,7083,7083,1207 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1208,1208,False,4,0128,8,1,8210,128,8082,8082,1208 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1209,1209,False,4,0129,9,1,9210,129,9081,9081,1209 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1210,1210,False,3,0112,2,0,2110,112,1998,1998,1210 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1211,1211,False,2,1112,1,0,2111,1112,999,0999,1211 -> 0999 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1212,1212,False,2,1122,1,1,2211,1122,1089,1089,1212 -> 1089 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1213,1213,False,3,1123,2,1,3211,1123,2088,2088,1213 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1214,1214,False,3,1124,3,1,4211,1124,3087,3087,1214 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1215,1215,False,3,1125,4,1,5211,1125,4086,4086,1215 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1216,1216,False,3,1126,5,1,6211,1126,5085,5085,1216 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1217,1217,False,3,1127,6,1,7211,1127,6084,6084,1217 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1218,1218,False,3,1128,7,1,8211,1128,7083,7083,1218 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1219,1219,False,3,1129,8,1,9211,1129,8082,8082,1219 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1220,1220,False,3,0122,2,1,2210,122,2088,2088,1220 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1221,1221,False,2,1122,1,1,2211,1122,1089,1089,1221 -> 1089 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1222,1222,False,2,1222,1,0,2221,1222,999,0999,1222 -> 0999 -> 8991 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1223,1223,False,3,1223,2,0,3221,1223,1998,1998,1223 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1224,1224,False,3,1224,3,0,4221,1224,2997,2997,1224 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1225,1225,False,3,1225,4,0,5221,1225,3996,3996,1225 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1226,1226,False,3,1226,5,0,6221,1226,4995,4995,1226 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1227,1227,False,3,1227,6,0,7221,1227,5994,5994,1227 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1228,1228,False,3,1228,7,0,8221,1228,6993,6993,1228 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1229,1229,False,3,1229,8,0,9221,1229,7992,7992,1229 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1230,1230,False,4,0123,3,1,3210,123,3087,3087,1230 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1231,1231,False,3,1123,2,1,3211,1123,2088,2088,1231 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1232,1232,False,3,1223,2,0,3221,1223,1998,1998,1232 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1233,1233,False,3,1233,2,1,3321,1233,2088,2088,1233 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1234,1234,False,4,1234,3,1,4321,1234,3087,3087,1234 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1235,1235,False,4,1235,4,1,5321,1235,4086,4086,1235 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1236,1236,False,4,1236,5,1,6321,1236,5085,5085,1236 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1237,1237,False,4,1237,6,1,7321,1237,6084,6084,1237 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1238,1238,False,4,1238,7,1,8321,1238,7083,7083,1238 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1239,1239,False,4,1239,8,1,9321,1239,8082,8082,1239 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1240,1240,False,4,0124,4,1,4210,124,4086,4086,1240 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1241,1241,False,3,1124,3,1,4211,1124,3087,3087,1241 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1242,1242,False,3,1224,3,0,4221,1224,2997,2997,1242 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1243,1243,False,4,1234,3,1,4321,1234,3087,3087,1243 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1244,1244,False,3,1244,3,2,4421,1244,3177,3177,1244 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1245,1245,False,4,1245,4,2,5421,1245,4176,4176,1245 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1246,1246,False,4,1246,5,2,6421,1246,5175,5175,1246 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1247,1247,False,4,1247,6,2,7421,1247,6174,6174,1247 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
1248,1248,False,4,1248,7,2,8421,1248,7173,7173,1248 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1249,1249,False,4,1249,8,2,9421,1249,8172,8172,1249 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1250,1250,False,4,0125,5,1,5210,125,5085,5085,1250 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1251,1251,False,3,1125,4,1,5211,1125,4086,4086,1251 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1252,1252,False,3,1225,4,0,5221,1225,3996,3996,1252 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1253,1253,False,4,1235,4,1,5321,1235,4086,4086,1253 -> 4086 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1254,1254,False,4,1245,4,2,5421,1245,4176,4176,1254 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1255,1255,False,3,1255,4,3,5521,1255,4266,4266,1255 -> 4266 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1256,1256,False,4,1256,5,3,6521,1256,5265,5265,1256 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1257,1257,False,4,1257,6,3,7521,1257,6264,6264,1257 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1258,1258,False,4,1258,7,3,8521,1258,7263,7263,1258 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1259,1259,False,4,1259,8,3,9521,1259,8262,8262,1259 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1260,1260,False,4,0126,6,1,6210,126,6084,6084,1260 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1261,1261,False,3,1126,5,1,6211,1126,5085,5085,1261 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1262,1262,False,3,1226,5,0,6221,1226,4995,4995,1262 -> 4995 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1263,1263,False,4,1236,5,1,6321,1236,5085,5085,1263 -> 5085 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1264,1264,False,4,1246,5,2,6421,1246,5175,5175,1264 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1265,1265,False,4,1256,5,3,6521,1256,5265,5265,1265 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1266,1266,False,3,1266,5,4,6621,1266,5355,5355,1266 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1267,1267,False,4,1267,6,4,7621,1267,6354,6354,1267 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1268,1268,False,4,1268,7,4,8621,1268,7353,7353,1268 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1269,1269,False,4,1269,8,4,9621,1269,8352,8352,1269 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1270,1270,False,4,0127,7,1,7210,127,7083,7083,1270 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1271,1271,False,3,1127,6,1,7211,1127,6084,6084,1271 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1272,1272,False,3,1227,6,0,7221,1227,5994,5994,1272 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1273,1273,False,4,1237,6,1,7321,1237,6084,6084,1273 -> 6084 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1274,1274,False,4,1247,6,2,7421,1247,6174,6174,1274 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
1275,1275,False,4,1257,6,3,7521,1257,6264,6264,1275 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1276,1276,False,4,1267,6,4,7621,1267,6354,6354,1276 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1277,1277,False,3,1277,6,5,7721,1277,6444,6444,1277 -> 6444 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1278,1278,False,4,1278,7,5,8721,1278,7443,7443,1278 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1279,1279,False,4,1279,8,5,9721,1279,8442,8442,1279 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1280,1280,False,4,0128,8,1,8210,128,8082,8082,1280 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1281,1281,False,3,1128,7,1,8211,1128,7083,7083,1281 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1282,1282,False,3,1228,7,0,8221,1228,6993,6993,1282 -> 6993 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1283,1283,False,4,1238,7,1,8321,1238,7083,7083,1283 -> 7083 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1284,1284,False,4,1248,7,2,8421,1248,7173,7173,1284 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1285,1285,False,4,1258,7,3,8521,1258,7263,7263,1285 -> 7263 -> 5265 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1286,1286,False,4,1268,7,4,8621,1268,7353,7353,1286 -> 7353 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1287,1287,False,4,1278,7,5,8721,1278,7443,7443,1287 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1288,1288,False,3,1288,7,6,8821,1288,7533,7533,1288 -> 7533 -> 4176 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1289,1289,False,4,1289,8,6,9821,1289,8532,8532,1289 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1290,1290,False,4,0129,9,1,9210,129,9081,9081,1290 -> 9081 -> 9621 -> 8352 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1291,1291,False,3,1129,8,1,9211,1129,8082,8082,1291 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1292,1292,False,3,1229,8,0,9221,1229,7992,7992,1292 -> 7992 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1293,1293,False,4,1239,8,1,9321,1239,8082,8082,1293 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1294,1294,False,4,1249,8,2,9421,1249,8172,8172,1294 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1295,1295,False,4,1259,8,3,9521,1259,8262,8262,1295 -> 8262 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1296,1296,False,4,1269,8,4,9621,1269,8352,8352,1296 -> 8352 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1297,1297,False,4,1279,8,5,9721,1279,8442,8442,1297 -> 8442 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1298,1298,False,4,1289,8,6,9821,1289,8532,8532,1298 -> 8532 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1299,1299,False,3,1299,8,7,9921,1299,8622,8622,1299 -> 8622 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1300,1300,False,3,0013,3,1,3100,13,3087,3087,1300 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1301,1301,False,3,0113,3,0,3110,113,2997,2997,1301 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1302,1302,False,4,0123,3,1,3210,123,3087,3087,1302 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1303,1303,False,3,0133,3,2,3310,133,3177,3177,1303 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1304,1304,False,4,0134,4,2,4310,134,4176,4176,1304 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1305,1305,False,4,0135,5,2,5310,135,5175,5175,1305 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1306,1306,False,4,0136,6,2,6310,136,6174,6174,1306 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
1307,1307,False,4,0137,7,2,7310,137,7173,7173,1307 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1308,1308,False,4,0138,8,2,8310,138,8172,8172,1308 -> 8172 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1309,1309,False,4,0139,9,2,9310,139,9171,9171,1309 -> 9171 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1310,1310,False,3,0113,3,0,3110,113,2997,2997,1310 -> 2997 -> 7173 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1311,1311,False,2,1113,2,0,3111,1113,1998,1998,1311 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,4,4,,True,False,False,1,6174 -> 6174
1312,1312,False,3,1123,2,1,3211,1123,2088,2088,1312 -> 2088 -> 8532 -> 6174 -> 6174,6174,6174,3,3,,True,False,False,1,6174 -> 6174
1313,1313,False,2,1133,2,2,3311,1133,2178,2178,1313 -> 2178 -> 7443 -> 3996 -> 6264 -> 4176 -> 6174 -> 6174,6174,6174,6,6,,True,False,False,1,6174 -> 6174
1314,1314,False,3,1134,3,2,4311,1134,3177,3177,1314 -> 3177 -> 6354 -> 3087 -> 8352 -> 6174 -> 6174,6174,6174,5,5,,True,False,False,1,6174 -> 6174
1315,1315,False,3,1135,4,2,5311,1135,4176,4176,1315 -> 4176 -> 6174 -> 6174,6174,6174,2,2,,True,False,False,1,6174 -> 6174
1316,1316,False,3,1136,5,2,6311,1136,5175,5175,1316 -> 5175 -> 5994 -> 5355 -> 1998 -> 8082 -> 8532 -> 6174 -> 6174,6174,6174,7,7,,True,False,False,1,6174 -> 6174
1317,1317,False,3,1137,6,2,7311,1137,6174,6174,1317 -> 6174 -> 6174,6174,6174,1,1,,True,False,False,1,6174 -> 6174
